Title,Location,Company,Salary,Advert Date
Post Doctoral Research Fellow Level 1 (PD1) - Milking Scient...,County Cork,Teagasc,"€36,302 - €40,221 a year",19/5/2021
Process Science Team Lead - Technical Operations,County Cork,Mane Contract Services Limited,"€70,000 - €75,000 a year",31/3/2021
Post Doctoral Research Fellow Combined Level 1/2 (PD1/2) - M...,County Cork,Teagasc,"€36,302 - €43,782 a year",0/4/2021
Technical Specialist II,County Cork,CK Group,€41.81 an hour,2/4/2021
Senior UX Researcher,County Cork,Amazon Ireland Sup Svcs Ltd,,March 2021
"Senior Program Manager, Documentation Strategy",County Cork,Amazon Ireland Sup Svcs Ltd,,20/4/2021
Quality Assurance & Compliance Officer - FMCG,County Cork,Morgan McKinley,,May 2021
"Security Assurance, Program Manager (flexible on location)",County Cork,AWS EMEA SARL (Irish Branch),,May 2021
Quality Engineer,County Cork,GxP Systems Ltd.,,20/3/2021
Senior Program Manager,County Cork,Amazon Ireland Sup Svcs Ltd,,28/5/2021
Financial Instruments Consultant,,Willis Towers Watson,,May 2021
Sr Mgr Document Control,,Regeneron,,9/5/2021
"Staff Specialist, EMEA MD BQ Purchasing Controls",,Johnson & Johnson Family of Companies,,
Process Scientist â€“ Manufacturing Support Process Validati...,,Regeneron,,16/3/2021
Data/ Business Analyst,Cavan,Brightwater,"€30,000 - €35,000 a year",19/4/2021
Excellent Data Analyst €25k-€38k,,Elk Recruitment,"€25,000 - €37,000 a year",
Applied Data Scientist - Customer Analytics,Dublin,Wallace Myers International,,April 2021
Packaging and Process Technologist,Longford,Next Generation,,27/4/2021
Senior Cybersecurity Project Manager,Dublin,Sogeti Ireland,,7/3/2021
Culinary & Innovation/New Product Development(C&I/NPD) Techn...,"Naas, County Kildare",Next Generation Recruitment,,18/3/2021
Senior PHP Developer,"Drogheda, County Louth",Methodius IT Recruitment,,21/5/2021
Electrical Quality Engineer,Kildare,Mercury Engineering,,17/5/2021
Warehouse Manager,Kildare,Mercury Engineering,,30/5/2021
Fabrication Manager - Co. Kildare,Kildare,Mercury Engineering,,May 2021
Statistical Scientist,Longford,CareerWise Recruitment,,29/3/2021
"Senior Key Account Manager, Ireland","North Dublin, County Dublin",IQVIA,,1/4/2021
Senior Structural Engineer - Co. Kildare,Kildare,Mercury Engineering,,March 2021
Facility Project Engineer,Longford,CareerWise Recruitment,,March 2021
Full Stack Java Developer,Dublin,Equifax,,28/5/2021
"Systems Development Manager - Aurora MySQL, MySQL and MariaD...",Dublin,Amazon Data Srvcs Ireland Ltd,,3/5/2021
Software Development Manager - Lambda,Dublin,Amazon Data Srvcs Ireland Ltd,,
Snr Software Development Engineer - Aurora/MySQL,Dublin,Amazon Data Srvcs Ireland Ltd,,March 2021
Senior Software Engineer - Alerts and Anomaly Detection,Dublin,Amazon Data Srvcs Ireland Ltd,,
Senior Software Engineer,Dublin,Openet,,14/5/2021
Senior Systems Engineer,Dublin,Informatica,,4/4/2021
IBM Cloud DB & Infra DevOps Engineer,Dublin,IBM,,22/5/2021
Senior Software Development Engineer,Dublin,Amazon Data Srvcs Ireland Ltd,,25/3/2021
Java Technical Support Engineer - Customer & Cloud Operation...,Dublin,"Guidewire Software, Inc.",,May 2021
Senior Containers Specialist (Specialist TAM),Dublin,AWS EMEA SARL (Irish Branch),,14/3/2021
Senior Software Development Engineer - AWS DNS,Dublin,Amazon Data Srvcs Ireland Ltd,,3/5/2021
Senior Quality Assurance Engineer (S),Dublin,Informatica,,10/4/2021
Data Layer Architect,"Athlone, County Westmeath",Ericsson,,April 2021
Graduate Data Scientist,Galway,Genesys,,0/3/2021
"Director, Data Science",Galway,Tessera,,17/4/2021
"Director, Data Science",Galway,Xperi,,7/4/2021
Assoc Mgr/Mgr QA Validation,,Regeneron,,7/5/2021
Python Developer - Data Lab,Galway,Compustaff,"€50,000 - €70,000 a year",3/4/2021
Data Analyst,Galway,Compustaff,"€50,000 - €60,000 a year",31/3/2021
Financial Instruments Analyst,,Willis Towers Watson,,March 2021
Lab Calibration Metrologist,"Athlone, County Westmeath",PPD,,April 2021
Analytical Reviewers,"Athlone, County Westmeath",PPD,,14/4/2021
QC Microbiology Supervisor,"Athlone, County Westmeath","Alexion Pharmaceuticals,Inc.",,4/4/2021
QC Biochemist,Clare,Beckman Coulter Diagnostics,,8/3/2021
Scientist,"Athlone, County Westmeath",PPD,,May 2021
Software Systems & Technology Analyst (R&D)Developer,"Athlone, County Westmeath",Ericsson,,April 2021
Machine Learning Engineer,Galway,Genesys,,May 2021
Software Engineer,Galway,Cisco Systems,,21/5/2021
Cyber Security Undergrad Internship (Summer Internship),Galway,Hewlett Packard Enterprise,,March 2021
Junior Web Developer,Galway,"Applied Systems, Inc.",,21/4/2021
Environmental Health & Safety Technician,Galway,Merit Medical Systems Inc.,,
Maintenance Engineer Utilities,"Prospect, County Galway",Glanbia,,29/3/2021
Analytical Reviewer,"Athlone, County Westmeath",Thornshaw Scientific Recruitment,,14/3/2021
R&D Engineer,Galway,SURMODICS INC,,31/5/2021
"Analyst I ,Quality Control (QC Biochemist) - UA Evening Shif...",Clare,Beckman Coulter Diagnostics,,0/3/2021
Client Devliery Services - Cliient Coordinator,Galway,IBM,,3/4/2021
Frontend Developer,Galway,siren,,5/4/2021
Graduate Software Engineer,Galway,Arm,,25/4/2021
Analyst I Quality Control,Clare,Beckman Coulter Diagnostics,,
Business Analyst / Product Owner,Galway,"Applied Systems, Inc.",,17/3/2021
R&D Engineer,Galway,Integer,,7/4/2021
DevOps Engineer,"Athlone, County Westmeath",Ericsson,,26/4/2021
"Software Engineer Reporting, Analytics","Claregalway, County Galway",Aspect Software Inc,,6/4/2021
Research and Development Engineer,Galway,SURMODICS INC,,April 2021
Machine Learning Team Lead,Galway,Genesys,,26/5/2021
Regulatory Affairs Associate,Galway,Natus Medical Incorporated,,20/5/2021
Manager Labs,"Athlone, County Westmeath",PPD,,13/5/2021
Specialist Bat Ecologist,Galway,McCarthy Keville O'Sullivan,,April 2021
QC Analyst lll,Galway,Mylan,,
Ireland - Quality Engineer II,Galway,Integer,,14/4/2021
IT Systems and Data Security Officer,Galway,Salessense,,May 2021
Test Method Engineer I,Galway,Medtronic,,April 2021
Software Development Engineer,Galway,Hewlett Packard Enterprise,,8/5/2021
Technical Director (Site Reliability),Galway,Electronic Arts,,22/3/2021
QUALITY TECHNICIAN - OPERATIONS,Galway,TE Connectivity,,18/4/2021
Bat Ecologist,Galway,Gaia Talent,,May 2021
Analytics & Insights Lead,Galway,Alison,,May 2021
Senior Ecologist,Galway,McCarthy Keville O'Sullivan,,April 2021
QA Executive Level III,Galway,Mylan,,5/4/2021
Laboratory Instrumentation Analyst,"Athlone, County Westmeath",Thornshaw Scientific Recruitment,,27/3/2021
Software Maintenance Representative - UK,Galway,MathWorks,,May 2021
Environmental Health & Safety Officer,Galway,PennEngineering,,30/3/2021
Metrologist / Lab Instrumentation Analyst,"Athlone, County Westmeath",Thornshaw Scientific Recruitment,,
Product Builder Packager (Clean Room),Galway,CareerWise Recruitment,,4/3/2021
Warehouse Operator,Clare,CareerWise Recruitment,,18/4/2021
Architect,Galway,CSG,,12/5/2021
Solution Architect Business Applications,Clare,Beckman Coulter Diagnostics,,8/5/2021
Full Stack Web Developer,Galway,siren,,
"Associate Director, Technical Services","Athlone, County Westmeath",Jazz Pharmaceuticals,,5/5/2021
Quality Assurance Executive II (QOO),Galway,Mylan,,April 2021
Ui Developer,Galway,Salessense,,0/3/2021
QLTY & RELIABILITY TECHNICIAN III,Galway,TE Connectivity,,
Sr Application Analyst,"Nenagh, County Tipperary","Fiserv, Inc.",,20/4/2021
Mechanical Project Engineer- Galway,Galway,GPC,"€65,000 - €75,000 a year",April 2021
Principal Software Engineer,Galway,Genesys,,17/3/2021
Webex Cloud Calling Technical Leader,Galway,Cisco Systems,,
Regional Technical Sales Manager | Connacht / Munster / Lein...,"Athlone, County Westmeath",Oradeo Recruitment Limited,,26/4/2021
Architect Associate,Galway,CSG,,8/3/2021
Process Maintenance Engineer,Galway,Celestica,,2/3/2021
Quality Engineer,Galway,Rent the Runway,,1/5/2021
IT Systems Technician,Galway,Salessense,,29/3/2021
Senior Design Assurance Engineer,Galway,Medtronic,,May 2021
Python/Java Engineer,Galway,Compustaff,,May 2021
Security Software Support Engineer: ArcSight,Galway,Micro Focus,,May 2021
Senior MDM Developer Architect (REQ-711),Galway,HID Global,,25/5/2021
Backend Engineer,Galway,Rent the Runway,,March 2021
"Senior Software Developer, R&D (AngularJS 6/RxJS/Flus/Redux)",Galway,SOTI Inc.,,15/4/2021
Sr QA Test Engineer,Galway,Tessera,,
Senior QC Reviewer,"Athlone, County Westmeath",Thornshaw Scientific Recruitment,,7/5/2021
STAFF CHEMICAL ENGINEER,Galway,TE Connectivity,,10/3/2021
QUALITY ENGINEER - OPERATIONS,Galway,TE Connectivity,,May 2021
Manufacturing Engineer II (Multiple Roles) Galway,Galway,Boston Scientific Corporation,,
Sr QA Test Engineer,Galway,Xperi,,March 2021
VENDOR ENGINEER,Galway,TE Connectivity,,13/3/2021
Process Engineer,Limerick,CareerWise Recruitment,,29/4/2021
Customer Success Engineer for Universities - MENA,Galway,MathWorks,,25/5/2021
Quality Systems Associate,Galway,Collins McNicholas,,8/3/2021
Product Manager - Conversational AI,Galway,Genesys,,April 2021
IRL - Automation Engineer - Normal,Limerick,Darwin Rhodes,,
ACCOUNTS PAYABLE SPECIALIST,Clare,CareerWise Recruitment,,March 2021
VALIDATION ENGINEER,Galway,TE Connectivity,,March 2021
Support Engineer - SME Cloud Solutions Development Support,Galway,SAP,,March 2021
Lab Technician,Galway,Life Science Recruitment,,
Software Engineer Python/Java,Galway,Compustaff,,12/5/2021
FINANCE ASSISTANT,Galway,CareerWise Recruitment,,
Senior Financial Analyst,Limerick,CareerWise Recruitment,,6/5/2021
Manufacturing Engineer,Galway,Brightwater,,27/5/2021
HR Administrator - Contract,Clare,CareerWise Recruitment,,
Engineer,Clare,CareerWise Recruitment,,7/3/2021
Manufacturing Engineer,Galway,CareerWise Recruitment,,March 2021
Manufacturing Engineer,Galway,Collins McNicholas,,April 2021
IRL - Associate Scientist/Analyst - Normal,Cork,Darwin Rhodes,,17/4/2021
Principal R&D Engineer,Galway,Boston Scientific Corporation,,April 2021
Senior Manager Oracle Financials (REQ-455),Galway,HID Global,,23/3/2021
HR Generalist - Contract,Clare,CareerWise Recruitment,,1/4/2021
QLTY & RELIABILITY ENGINEER II,Galway,TE Connectivity,,
Training Specialist - Technology & Product,Galway,HERO Recruitment,,20/5/2021
Manufacturing Engineer - Contract,Galway,HERO Recruitment,,
Supplier Quality Engineer,Galway,HERO Recruitment,,24/5/2021
Quality Systems Associate,Galway,HERO Recruitment,,March 2021
QUALITY SYSTEMS MANAGER,Galway,TE Connectivity,,28/3/2021
Software License Renewals Manager - EMEA,Galway,MathWorks,,May 2021
Manager Quality Assurance (Post Market Quality),Clare,Beckman Coulter Diagnostics,,25/3/2021
Senior Design Assurance Engineer (Sustaining) (12 Month Cont...,Galway,Medtronic,,8/5/2021
Lab Technician,Galway,ScientificJobs.ie,,11/5/2021
Senior Software QA Test Engineer,Galway,Xperi,,
DEVELOPMENT PROJECTS QUALITY ENGINEER,Galway,TE Connectivity,,23/3/2021
Training Specialist – Technology & Product,Galway,Collins McNicholas,,April 2021
Head of Contracting Recruitment,Galway,HERO Recruitment,,31/3/2021
Sr. Software Engineer (NLU/ NLP),Galway,Genesys,,23/3/2021
Manufacturing Engineer,Galway,CREGG Recruitment,,
Engineering Manager,Galway,Rent the Runway,,26/4/2021
SENIOR MICROBIOLOGY & STERILISATION ENGINEER,Galway,TE Connectivity,,April 2021
Process Manufacturing Engineer,Clare,CareerWise Recruitment,,20/4/2021
Full Stack Engineer,Galway,Rent the Runway,,26/4/2021
Maintenance Technician,Clare,CareerWise Recruitment,,30/4/2021
Export Shipping Supervisor,Clare,CareerWise Recruitment,,March 2021
EHS Manager,Clare,CareerWise Recruitment,,April 2021
Quotations Engineer,Clare,CareerWise Recruitment,,3/4/2021
VP Quality Assurance & Regulatory Affairs,Galway,ScientificJobs.ie,,18/4/2021
"Technical Programme Manager, Financial Operations",Galway,Rent the Runway,,15/4/2021
3D Rendering Senior Software Engineer – Imaging,Galway,Tessera,,24/4/2021
Quality Manager,Galway,HERO Recruitment,,28/4/2021
Design Quality Engineer,Galway,Collins McNicholas,,May 2021
Software Engineer - Frontend (Mid & Senior level),Galway,Genesys,,23/5/2021
Quality Assurance Engineer (6-Month FTC),Galway,CareerWise Recruitment,,0/4/2021
PRODUCT MANAGER - CARDIOVASCULAR & ENDOSCOPY,Galway,TE Connectivity,,March 2021
SR R&D/PRODUCT DVL ENGINEER,Galway,TE Connectivity,,March 2021
C++ Software Engineer (Fintech),Galway,Reperio Human Capital,"€50,000 - €60,000 a year",May 2021
Test Engineer,Clare,CareerWise Recruitment,,April 2021
R&D Packaging Engineer,Galway,The RFT Group,,May 2021
NPI Manufacturing Engineer,Galway,CareerWise Recruitment,,12/3/2021
Materials Technician,Galway,HERO Recruitment,,17/3/2021
3D Rendering Senior Software Engineer – Imaging,Galway,Xperi,,March 2021
Quality Technician,Galway,HERO Recruitment,,9/4/2021
Product Design Engineer,Galway,CareerWise Recruitment,,6/5/2021
Production Unit Manager,Galway,HERO Recruitment,,22/3/2021
Regulatory Affairs Specialist,Galway,CareerWise Recruitment,,May 2021
Quality Engineer,Galway,CareerWise Recruitment,,24/3/2021
Chemical Engineer,Clare,CareerWise Recruitment,,9/3/2021
Quality Systems Engineer,Galway,HERO Recruitment,,May 2021
Electronics Technician,Clare,CareerWise Recruitment,,28/4/2021
Environmental Health & Safety Specialist,Galway,CareerWise Recruitment,,4/5/2021
Machine Learning Engineer,Galway,Reperio Human Capital,€400 a week,21/3/2021
Senior Support Engineer - SME Cloud Solutions Development Su...,Galway,SAP,,14/3/2021
Fabrication Engineer/Technician,Clare,CareerWise Recruitment,,
Product Manager,Galway,CareerWise Recruitment,,April 2021
Education Support Representative - German,Galway,MathWorks,,May 2021
Computer System Validation Engineer Senior,Galway,Independant solutions,,22/5/2021
Validation Lead,Galway,HERO Recruitment,,26/3/2021
Software Maintenance Representative - German,Galway,MathWorks,,6/4/2021
Software Engineer - Security DevOps,Galway,Genesys,,23/4/2021
FINANCIAL ACCOUNTANT,Clare,CareerWise Recruitment,,May 2021
Vendor Engineer,Galway,CareerWise Recruitment,,May 2021
Operations Excellence Manager,Galway,HERO Recruitment,,2/4/2021
Senior Developer (C++),Galway,Planet,,28/5/2021
Quality Engineer (Galway),Galway,Matrix Recruitment Group,,April 2021
Supplier Quality Engineer,Galway,Collins McNicholas,,26/5/2021
Group Accountant,Clare,CareerWise Recruitment,,12/5/2021
R&D Project Manager,Galway,Life Science Recruitment,,May 2021
Solutions Delivery Lead - Tipperary,"Nenagh, County Tipperary",Next Generation Recruitment,"€95,000 a year",9/4/2021
Research & Development Manager,Galway,CareerWise Recruitment,,May 2021
3D Rendering Software Developer,Galway,Next Generation Recruitment,,
Design Assurance Engineer,Galway,CREGG Recruitment,,24/5/2021
Design Assurance & Sustaining Engineer,Galway,Life Science Recruitment,,16/5/2021
Quality Engineer,Galway,BrightWater,"€55,000 - €60,000 a year",
Cloud Software / Senior Software QA Engineer,Galway,Avaya,,March 2021
Design Assurance Engineer,Galway,CareerWise Recruitment,,18/4/2021
Process Development Engineer,Galway,CareerWise Recruitment,,3/3/2021
VP Quality Assurance & Regulatory Affairs,Galway,Life Science Recruitment,,3/4/2021
DevOps Engineer,"Nenagh, County Tipperary",Next Generation Recruitment,"€65,000 a year",26/5/2021
Staff Chemical Engineer,Galway,CareerWise Recruitment,,April 2021
Acting Client Services Manager,Galway,CareerWise Recruitment,,
Agile Project Manager/Scrum Master,Galway,Next Generation Recruitment,"€75,000 a year",30/5/2021
Production Process Manager – Kilkenny,Kilkenny,Hartley People,,16/3/2021
Principal Design Automation Engineer,Galway,Morgan McKinley,"€50,000 - €70,000 a year",12/3/2021
Senior Product Design Engineer,Galway,CareerWise Recruitment,,16/3/2021
Principal Design Automation Engineer,Galway,PJ Personnel Ltd,"€40,000 - €50,000 a year",21/4/2021
Principal Regulatory Affairs Specialist,Galway,CareerWise Recruitment,,April 2021
Senior Design Assurance Engineer,Galway,HERO Recruitment,,29/4/2021
Senior Reg Affairs Specialist,Galway,Morgan McKinley,,May 2021
Vendor Engineering Manager,Galway,CareerWise Recruitment,,April 2021
Software Development Engineer in Test (Mid & Senior level),Galway,Genesys,,March 2021
Senior Embedded Software Engineer,Galway,Reperio Human Capital,"€65,000 - €75,000 a year",0/5/2021
Windows Application developer,Galway,Next Generation Recruitment,,25/3/2021
Design Assurance Engineer,Galway,HERO Recruitment,,30/4/2021
Senior Lean Engineer,Galway,CareerWise Recruitment,,27/3/2021
"Sr. Engineer, Cloud Development Support",Galway,Genesys,,20/5/2021
Senior Equipment and Process Systems Validation Engineer,Galway,SL Controls Ltd,,11/5/2021
Principal Design Automation Engineer,Galway,HERO Recruitment,,31/3/2021
Cloud Software DevOps Engineer / Senior Engineer,Galway,Avaya,,April 2021
"Senior Specialist, Global Post-Market Surveillance",Galway,HERO Recruitment,,5/5/2021
Senior Recruitment Consultant,Galway,HERO Recruitment,,21/5/2021
Senior Quality Manager,Galway,CareerWise Recruitment,,March 2021
Senior Regulatory Affairs Specialist,Galway,HERO Recruitment,,May 2021
Senior Manufacturing Engineering Manager,Galway,CareerWise Recruitment,,29/5/2021
Technical Support – German,Galway,HERO Recruitment,,29/4/2021
Research Accountant / Research Finance Officer,,Trilateral Research Ltd,,21/5/2021
Data Analytics Lead,,Quanta,,March 2021
Science Graduate Job Tipperary,Waterford,FRS Recruitment,,April 2021
Python Developer / Machine Learning Engineer,Waterford,Konnekt-able Technologies Ltd.,"€25,000 - €30,000 a year",27/5/2021
Operations Team Leader,Waterford,Jabil Circuit,,April 2021
Quality Specialist - Tipperary,,PE Global,,25/3/2021
Quality Operations Specialist,Waterford,Collins McNicholas,,30/3/2021
Research Accountant / Research Finance Officer,Waterford,Trilateral Research Ltd,,18/4/2021
LEARNING & DEVELOPMENT SPECIALIST,Waterford,Matrix Recruitment Group,,12/5/2021
QC Analyst,,JobContax,€25 - €35 an hour,
Validation Engineer,Waterford,Collins McNicholas,,
QC Chemist,Waterford,Matrix Recruitment Group,,May 2021
Quality Assurance Officer,Waterford,FRS Recruitment,,April 2021
Senior Software Engineer – Data Team,Waterford,StitcherAds,,1/5/2021
Senior Operations Lead,Waterford,ITech Consult,,13/4/2021
High Care Cell Packing Production Manager,Wexford,Danone,,15/3/2021
Quality Engineer (MDR),Waterford,BrightWater,"€55,000 - €65,000 a year",May 2021
Validation Manager,Waterford,Collins McNicholas,,18/4/2021
Validation Engineer,Waterford,Dataworks Ltd.,,
Senior Microbiologist,Waterford,Kelly Services,,May 2021
Validation Engineer,Waterford,Brightwater,"€30,000 - €40,000 a year",30/4/2021
Technical Process Validation Specialist - contract,Waterford,Harry Walsh Associates,,April 2021
Regulation Change management Lead,Waterford,Matrix Recruitment Group,,May 2021
Lab System Administrator,"Ballydine Cross Roads, County Tipperary",Darwin Rhodes,,14/3/2021
Senior Quality Engineer,Waterford,Collins McNicholas,,4/4/2021
Senior IT Operations Lead,Waterford,Collins McNicholas,,24/5/2021
TPM02671 - Senior Manufacturing Engineer,Waterford,Tandem Project Management Ltd.,,20/3/2021
Maintenance Fitter,Wexford,Next Generation Recruitment,,21/3/2021
Validation Engineer,Carlow,PSC Biotech Europe,,May 2021
IT Manager,Waterford,CareerWise Recruitment,,4/3/2021
IT Helpdesk Manager,Waterford,CareerWise Recruitment,,May 2021
Validation Manager,Waterford,Brightwater,"€60,000 - €70,000 a year",8/4/2021
IT Senior Operations Lead,Waterford,Brightwater,,0/5/2021
Test Automation Engineer,Carlow,Methodius IT Recruitment,,23/5/2021
TPM02547 - Lead Project Engineer,Carlow,Tandem Project Management Ltd.,,8/5/2021
Application Development Specialist – Waterford,County Waterford,Hartley People,,4/4/2021
SAP Master Data Manager,,JobContax,€30 - €40 an hour,4/4/2021
Qualification Coordinator,"Ballina, County Mayo",Lionbridge Technologies,,30/5/2021
Data Analyst,"Ballina, County Mayo",Lionbridge Technologies,,26/5/2021
Production Operator,Galway,CareerWise Recruitment,,12/5/2021
Project Lead,"Ballina, County Mayo",Lionbridge Technologies,,29/5/2021
Data Software Engineer - Python/Java,Galway,Compustaff,"€70,000 a year",May 2021
Laboratory Systems & Instrumentation Specialist,"Ballina, County Mayo",The Coca-Cola Company,,May 2021
Lead Scientist - Chemistry ASL EMEA,"Ballina, County Mayo",The Coca-Cola Company,,May 2021
Process Control (Software Applications) Engineer,"Ballina, County Mayo",The Coca-Cola Company,,10/4/2021
QC Specialist,"Ballina, County Mayo",Charles River Laboratories,,15/3/2021
Analyst,"Ballina, County Mayo",Charles River Laboratories,,21/4/2021
Master Data (Business Planning) Technologist Temp 18 months,"Ballina, County Mayo",The Coca-Cola Company,,21/5/2021
Laboratory Shift Manager,"Ballina, County Mayo",The Coca-Cola Company,,
Computer System Validation Engineer,"Castlebar, County Mayo",Baxter International,,March 2021
Medical Device - Senior R&D Engineer,"Carrick-On-Shannon, County Leitrim",Freudenberg Medical,,
Plant Manager,"Castlebar, County Mayo",Baxter International,,24/3/2021
Accounts Assistant,Galway,CareerWise Recruitment,,April 2021
Process Technician,Roscommon,Collins McNicholas,,March 2021
Accounts Receivable Specialist,Clare,CareerWise Recruitment,,21/5/2021
Sterilisation/Quality Engineer,Roscommon,CareerWise Recruitment,,30/4/2021
FINANCIAL ACCOUNTANT,Galway,CareerWise Recruitment,,25/4/2021
Commercial & Finance Analyst,Roscommon,Next Generation Recruitment,"€45,000 - €50,000 a year",
Automation Engineer,Galway,Morgan McKinley,€35 - €50 an hour,May 2021
Senior Data Scientist,Limerick,Reperio Human Capital,€400 - €450 a week,March 2021
Quality Manager,Roscommon,CareerWise Recruitment,,22/5/2021
Production Supervisor (Night Shift),Clare,CareerWise Recruitment,,29/4/2021
Management Accountant,Clare,CareerWise Recruitment,,10/3/2021
Senior Automation Engineer,Roscommon,CareerWise Recruitment,,26/3/2021
Post Doctoral Research Fellow Level 1 (PD1),County Galway,Teagasc,"€36,302 - €40,221 a year",22/5/2021
QA Test Engineer,County Galway,Next Generation Recruitment,"€50,000 a year",0/3/2021
